facility_id,lat,lon,geo_source
FA0248188,34.319000740993,-118.464600174761,census
FA0163653,33.974764306367,-118.271030357274,census
FA0033478,34.058836035446,-118.238306454474,census
FA0330261,34.098172438095,-118.304742690941,census
FA0071793,34.050733492806,-118.24831995042,census
FA0044137,34.00240134998,-118.394175720153,census
FA0050807,34.192718983152,-118.536103493558,census
FA0049826,34.104518164471,-118.330057696857,census
FA0046797,34.048069815898,-118.544405927846,census
FA0045466,33.862550644627,-118.082079946809,census
FA0175602,33.718734769919,-118.288006074111,census
FA0011210,34.660193237036,-118.204474513595,census
FA0276223,34.080970885092,-117.719207721969,census
FA0044139,34.130642012011,-118.257861021882,census
FA0245907,33.919389492641,-118.416000841001,census
FA0329272,33.97916114638,-118.225106727612,census
FA0138692,34.072116688058,-118.221185554739,census
FA0322642,33.930154345013,-118.21305498226,census
FA0307003,34.050717723715,-118.291673803155,census
FA0011217,34.044099681722,-118.431246046463,census
FA0044133,34.200051483191,-118.448688992226,census
FA0050804,34.12960755474,-117.893138320283,census
FA0330258,34.101696309953,-118.301602440297,census
FA0037849,34.179298504967,-118.597292557205,census
FA0137376,34.105767206081,-118.31806522408,census
FA0330259,34.408219881913,-118.579665884707,census
FA0036513,34.071398105835,-118.360111796352,census
FA0274461,33.858344748999,-118.1075058855,census
FA0331586,33.918939827152,-118.415703043611,census
FA0003618,34.046035439875,-118.234689726589,census
FA0242895,33.945667059749,-118.394491085255,census
FA0049809,33.941029627605,-118.047316500595,census
FA0049816,34.002218479531,-117.810573567611,census
FA0276232,34.030284239263,-118.335170935721,census
FA0329260,33.858331454085,-118.116559936863,census
FA0069484,33.901859184471,-118.299282020879,census
FA0285187,34.014874574055,-118.496928032458,census
FA0307010,34.052712567614,-118.292401071791,census
FA0049810,33.935224496632,-118.143363138546,census
FA0299759,34.051099823987,-118.037623680654,census
FA0331578,34.08944122516,-117.907912786304,census
FA0140953,34.0756127874,-118.072932465888,census
FA0331579,34.139466823766,-117.981585774789,census
FA0239294,33.951963123147,-118.114978632286,census
FA0309645,34.145613543214,-118.413701546968,census
FA0299755,34.077711426906,-118.259685374476,census
FA0299756,34.077711426906,-118.259685374476,census
FA0061524,34.28384089163,-118.44128519546,census
FA0264259,34.079484431502,-118.103667847226,census
FA0019156,33.889431463105,-118.207346082091,census
FA0317275,33.929975298782,-118.183903909521,census
FA0322627,34.113969781821,-117.839331780324,census
FA0046775,34.172732851996,-118.561259162826,census
FA0024502,34.036956459778,-118.086576831975,census
FA0171224,34.062518501746,-118.133225304069,census
FA0012521,34.03994373668,-118.438202163232,census
FA0012522,34.000432855696,-118.465834812496,census
FA0013852,33.872930984608,-118.290969943696,census
FA0275796,34.080469409526,-118.081601818008,census
FA0256633,34.688652827064,-118.135227693549,census
FA0013857,34.033558914802,-117.749185234007,census
FA0044112,34.165198188179,-118.374889265974,census
FA0270922,34.285359616002,-118.502007669657,census
FA0044110,33.898227874353,-118.416544078856,census
FA0137310,34.151991628516,-118.342954689364,census
FA0332898,34.036844100837,-118.68665670888,census
FA0329249,33.988346992251,-118.225119845337,census
FA0332897,33.896245031172,-118.207914945819,census
FA0037825,34.100236465394,-117.769400134939,census
FA0331566,33.865721710727,-118.093003831145,census
FA0264241,33.915607446224,-118.209086595609,census
FA0061534,34.572979242342,-118.045058925126,census
FA0318592,34.080093976479,-118.093493879545,census
FA0332895,33.930154345013,-118.21305498226,census
FA0054383,33.889514053846,-118.028916463626,census
FA0045438,33.854160180143,-118.301135451813,census
FA0019168,33.972607847154,-118.13679416893,census
FA0164909,33.93111445434,-118.26577592555,census
FA0020157,34.028246540657,-118.258272384935,census
FA0257957,33.974712857396,-118.252945444684,census
FA0020151,34.10767475177,-118.265876701307,census
FA0270915,34.208636115163,-118.209478789551,census
FA0309655,34.222334763364,-118.39654601309,census
FA0021480,34.20842244017,-118.5525672134,census
FA0305299,33.862070603238,-118.40116279861,census
FA0054377,33.860124215188,-118.14097562761,census
FA0163612,34.227333819338,-118.502543041445,census
FA0138656,34.077201683049,-118.258506072027,census
FA0311944,33.866757099615,-118.082128262844,census
FA0032103,34.081103890706,-118.063878250797,census
FA0330227,34.24272143057,-118.450308072246,census
FA0297116,34.264027637421,-118.523314886625,census
FA0019134,33.873041047842,-118.072320636026,census
FA0054373,33.899987706254,-118.352302499935,census
FA0323928,34.171295554419,-118.569838312974,census
FA0332883,34.090713847813,-118.309931757477,census
FA0054372,33.917004853742,-118.073623308602,census
FA0318584,34.103803919309,-118.090924053868,census
FA0173859,34.048433241577,-118.354664887235,census
FA0332881,34.170447007121,-118.539992053319,census
FA0042398,34.102398132007,-118.107166264601,census
FA0045424,34.039447122064,-118.14348539053,census
FA0061554,34.139481072547,-117.979361848908,census
FA0163608,34.180857038187,-118.535944423459,census
FA0305262,34.106777195069,-117.827714815967,census
FA0046751,34.101772438121,-118.312181603196,census
FA0012501,33.967779937427,-118.187623791305,census
FA0061551,34.000498234429,-117.811208493728,census
FA0306594,34.385150153361,-118.613012631238,census
FA0330214,34.157060961778,-118.489099032305,census
FA0277519,34.143636294443,-118.761762373694,census
FA0179170,34.125948466577,-118.263986185485,census
FA0239284,34.134313355447,-118.255060102448,census
FA0332875,34.379463183034,-118.52854041741,census
FA0257928,34.06091674598,-118.239095369795,census
FA0309635,34.193936188751,-118.509231095758,census
FA0332879,33.818333252741,-118.176245879806,census
FA0332878,34.035600347442,-118.685302931414,census
FA0019141,34.221838625688,-118.39657578139,census
FA0289501,34.117598836718,-118.248461884073,census
FA0032110,34.188585130945,-118.396439739525,census
FA0264226,34.103829403461,-118.073402641547,census
FA0171206,33.873030626057,-118.046381186804,census
FA0289504,34.136746431041,-118.255386683776,census
FA0331541,34.223305467511,-118.396487770764,census
FA0004904,34.047340950989,-118.490602952956,census
FA0019144,34.013873014287,-118.147205756073,census
FA0055692,33.915219937117,-118.352789589401,census
FA0004902,34.15465462488,-118.643224372775,census
FA0019142,34.249498217491,-118.588484727708,census
FA0323926,34.118724441617,-117.781077082535,census
FA0028090,33.885175278846,-118.409363712498,census
FA0323922,34.122745944864,-118.213192674112,census
FA0277527,34.056016640569,-118.275984635184,census
FA0061561,33.878798872351,-118.082403234213,census
FA0140979,34.079321160741,-118.255805476506,census
FA0027650,33.952899076071,-118.163982301861,census
FA0038309,33.896024082794,-118.224452091795,census
FA0329218,33.869238223218,-118.352716314978,census
FA0003687,33.73789410597,-118.283683292194,census
FA0267321,34.16181382551,-118.055851703609,census
FA0264298,34.015388232628,-118.158663342767,census
FA0269987,34.12699073872,-118.21847979111,census
FA0059248,34.00555813289,-118.163862560542,census
FA0330200,34.159986636885,-118.254925243947,census
FA0178737,33.955408567237,-118.112893017968,census
FA0013016,34.032834507043,-118.092720784447,census
FA0014348,34.068997984552,-118.122835136503,census
FA0174370,34.181053848325,-118.536083755143,census
FA0013017,34.200999848971,-118.541937653776,census
FA0052607,34.10712851363,-118.287350602707,census
FA0256678,33.973212978175,-118.163838025101,census
FA0048596,33.871248837424,-118.352327659371,census
FA0306573,34.189746325007,-118.60574947523,census
FA0306587,34.208597051367,-118.209395421714,census
FA0309612,34.145613543214,-118.413701546968,census
FA0310602,34.08428048889,-118.326532117124,census
FA0039648,34.106639249906,-117.820359536539,census
FA0332856,34.081329612188,-118.058101373754,census
FA0310600,34.069102440654,-118.293423673612,census
FA0039646,33.887665210796,-118.063938227217,census
FA0268646,34.028954261471,-117.832082952282,census
FA0035283,33.791233631318,-118.240758153057,census
FA0317223,34.168181595981,-118.599812282375,census
FA0317222,34.1714323375,-118.569462309846,census
FA0174388,34.104894714768,-118.202187439408,census
FA0177417,34.183910572876,-118.605733483209,census
FA0255338,34.016815193916,-118.282689762889,census
FA0050899,34.101646439284,-118.332409099923,census
FA0178740,34.24272143057,-118.450308072246,census
FA0309610,34.153447827741,-118.757458584438,census
FA0305254,34.090927437829,-118.286017939578,census
FA0202808,33.927841433354,-118.129561548936,census
FA0018719,34.220735735315,-118.531779172388,census
FA0018718,34.079846803238,-118.098755753132,census
FA0028962,34.02334577343,-118.308960319413,census
FA0281645,34.08350126283,-118.341745558418,census
FA0280317,34.10694082493,-117.938281828476,census
FA0317213,34.046405111263,-118.217263273507,census
FA0016986,34.112930635096,-117.828772665273,census
FA0307880,33.839507676575,-118.385446199717,census
FA0332838,34.139725414956,-117.978451897656,census
FA0202819,33.846079358764,-118.07994486012,census
FA0327484,34.177990103366,-118.112069759493,census
FA0332830,34.14375612108,-118.76174048228,census
FA0326153,33.917260723433,-118.069414233671,census
FA0027641,33.836166802971,-118.385313922875,census
FA0028976,34.223158921813,-118.448841056719,census
FA0059218,34.012351905597,-118.41667144162,census
FA0265595,34.167602744449,-118.532933202471,census
FA0059212,34.172651591122,-118.555718042166,census
FA0027649,34.128964915227,-117.89150969708,census
FA0247703,34.048921697688,-118.255660163322,census
FA0059210,34.257549051696,-118.498339453818,census
FA0174366,34.203076316222,-118.448827686265,census
FA0041930,34.187147028535,-118.317388549084,census
FA0255313,34.150627049365,-118.446584521531,census
FA0257975,34.116346971479,-118.150268646548,census
FA0326159,34.065155511994,-118.399122032659,census
FA0004970,33.984722085616,-118.100115421723,census
FA0307865,33.779886917564,-118.262968346908,census
FA0266030,34.160704496894,-118.508315160554,census
FA0327472,33.831266745342,-118.352359147543,census
FA0268699,33.895992793058,-118.204424604122,census
FA0291872,34.138030040168,-118.25111255483,census
FA0268697,34.069102440653,-118.293393516249,census
FA0059202,34.278867961089,-118.453579213875,census
FA0315491,34.054719499868,-118.383784944416,census
FA0174328,34.150426435863,-118.366422279562,census
FA0315492,34.074217837586,-118.278416127228,census
FA0297172,34.684266953568,-118.16552892434,census
FA0297174,34.15137504202,-118.451798271095,census
FA0277572,34.143527694482,-118.763637989761,census
FA0047228,34.378545650206,-118.55971967424,census
FA0050864,34.007662233667,-118.416809827957,census
FA0332819,34.249124243248,-118.579737926915,census
FA0332818,34.181217627057,-118.311797379759,census
FA0285199,34.14846283108,-118.246382011837,census
FA0272703,34.08294117349,-117.790291527543,census
FA0326147,34.098226437067,-118.286750338453,census
FA0326148,34.097903678844,-118.286598322195,census
FA0041909,34.073890367897,-117.828914162129,census
FA0327463,34.273986281874,-118.394606394687,census
FA0223779,34.416073736805,-118.513429629357,census
FA0050860,33.889248105281,-118.138786758525,census
FA0247761,34.10746977734,-118.254687826291,census
FA0164993,34.105177338857,-117.890322940145,census
FA0247762,34.41149911951,-118.578883059665,census
FA0307878,34.681144822866,-118.133893197438,census
FA0027626,34.151197701239,-118.450020155374,census
FA0315483,34.067007855826,-118.405265618276,census
FA0319848,34.098070157012,-118.324238927757,census
FA0319847,34.098070157012,-118.324238927757,census
FA0014312,33.901987344093,-118.318380146796,census
FA0015646,34.140020277561,-118.368972849617,census
FA0326139,34.163690958424,-118.297963514434,census
FA0255379,33.916224499807,-118.343942192505,census
FA0048544,33.918253157388,-118.414630033261,census
FA0175670,34.19618813799,-118.348953898261,census
FA0302154,34.630844517547,-118.219585599705,census
FA0163698,33.915841239379,-118.343949521439,census
FA0242044,34.215545493898,-118.44861697791,census
FA0242046,34.175505194754,-118.314478159235,census
FA0002331,34.10654779407,-117.862110335211,census
FA0036544,34.111086875333,-117.758731780633,census
FA0222471,34.0979844448,-118.134593130016,census
FA0175639,34.67481377459,-118.149923445768,census
FA0222473,34.206029626155,-118.228066582325,census
FA0032183,34.107962332935,-118.271780859891,census
FA0319834,33.86197118023,-118.401062016965,census
FA0070418,34.052667843792,-118.303185672509,census
FA0057480,34.101477848478,-118.342493249789,census
FA0255366,34.117902747718,-118.26124445,census
FA0048538,34.254550242202,-118.373094254913,census
FA0291887,33.992529252396,-117.912292709873,census
FA0328789,34.054966614103,-118.384448792693,census
FA0222467,34.104373220329,-118.073698881627,census
FA0267334,34.078055543916,-118.131052964296,census
FA0028932,34.300061903825,-118.440076350566,census
FA0141430,34.062628780955,-118.072920533771,census
FA0028936,33.903397875166,-118.223896437409,census
FA0222462,34.076228354473,-118.300799585889,census
FA0070427,34.144128588727,-118.248328370809,census
FA0050832,34.133382819803,-117.899936644081,census
FA0069441,34.018313260403,-118.154279193021,census
FA0304795,34.095041174067,-118.127262177198,census
FA0292243,34.311439504931,-118.429150808153,census
FA0271300,34.021752487796,-118.374596486816,census
FA0051485,34.237608494427,-118.536154553953,census
FA0049163,34.186696438656,-118.484800582012,census
FA0296603,33.903549861161,-118.179381824698,census
FA0292246,33.901974856946,-118.100905174721,census
FA0292245,34.120226155093,-118.150228797565,census
FA0028227,33.97483644888,-118.254746090012,census
FA0180894,34.18773050703,-118.131477837505,census
FA0166586,34.115245238027,-118.246119529859,census
FA0037175,33.737893933964,-118.283641839072,census
FA0222378,33.831360863347,-118.074315418399,census
FA0016242,33.994475591898,-117.897675075051,census
FA0258337,34.052906615861,-118.470010339914,census
FA0280262,34.275272888812,-118.572042631415,census
FA0043860,33.857033076535,-118.082170628422,census
FA0280261,34.083571942982,-118.347727902324,census
FA0067834,33.876150088916,-118.406263800139,census
FA0042533,34.046811991887,-118.525663351803,census
FA0319818,34.400754746457,-118.550853067044,census
FA0328767,33.718734769919,-118.288006074111,census
FA0272629,33.798713500077,-118.273931174066,census
FA0303460,33.863643382105,-118.09389473236,census
FA0267282,34.198630559541,-118.229141875872,census
FA0327435,33.958358901578,-118.23274004352,census
FA0273957,34.228688515677,-118.467584899702,census
FA0025197,34.094783950247,-118.127523320927,census
FA0049167,34.07141439097,-118.356473993071,census
FA0267281,34.23108434108,-118.536015949273,census
FA0302144,34.089850522229,-118.090762831594,census
FA0050147,33.869871874588,-118.352716314927,census
FA0136702,33.804261871563,-118.167658297973,census
FA0067837,34.098163438236,-118.307214739214,census
FA0280269,33.82351518102,-118.385380678321,census
FA0223695,33.865717417672,-118.094115702444,census
FA0074133,34.065150702385,-118.236964887316,census
FA0067840,34.184626620161,-118.597301692916,census
FA0280274,34.223150144088,-118.502578384448,census
FA0063481,34.062987967565,-117.727930796054,census
FA0223690,33.930154345013,-118.21305498226,census
FA0327428,34.089036221325,-118.276624426524,census
FA0327425,34.179345843465,-118.40439321535,census
FA0328755,34.10160143965,-118.338761986757,census
FA0303470,34.231885439688,-118.588597541194,census
FA0031852,34.101567429765,-118.32674648055,census
FA0302112,34.090704848029,-118.313716475863,census
FA0049142,33.87307730598,-118.08204351994,census
FA0267262,33.908662243125,-118.208730326764,census
FA0268594,34.105245887125,-118.27283311827,census
FA0296625,34.032552687796,-118.357676338554,census
FA0052795,34.689528817575,-118.162781022873,census
FA0165279,33.811702462857,-118.180730801356,census
FA0158986,34.054921604032,-117.759928943318,census
FA0177228,34.056431640589,-118.309135418859,census
FA0285973,33.831228666891,-118.345819023441,census
FA0042514,34.011479732491,-117.860125421623,census
FA0222391,34.131387909449,-118.018720513515,census
FA0178551,34.031989840739,-118.153523821325,census
FA0296619,34.07141439097,-118.356473993071,census
FA0324389,34.171786961702,-118.536069004407,census
FA0174196,34.097904848927,-118.343489989125,census
FA0272600,34.201336709412,-118.49592724777,census
FA0311077,34.41565882147,-118.46938281715,census
FA0009958,33.775827215329,-118.418449965401,census
FA0202793,34.090927575123,-118.29166628218,census
FA0180879,34.630956397881,-118.220065939779,census
FA0018894,34.418769396411,-118.542031637821,census
FA0255278,34.039618368468,-118.30906514291,census
FA0049138,34.168814636072,-118.605690791699,census
FA0177234,34.117780068949,-118.150390256006,census
FA0010938,34.123708861911,-118.218239145009,census
FA0303451,34.032851558867,-118.092692364738,census
FA0067861,34.080220040354,-118.09069946474,census
FA0258307,34.028478434875,-118.499835053714,census
FA0049134,34.06093223599,-118.282223051618,census
FA0294861,33.982072447168,-118.238561691911,census
FA0225449,34.097922848346,-118.333280985062,census
FA0272678,34.309931725813,-118.433608402338,census
FA0052772,34.24706266286,-118.384519777416,census
FA0304753,34.139601383969,-118.202060034794,census
FA0303426,34.141226978744,-118.029696021743,census
FA0353526,34.101538571127,-118.331294052762,census
FA0050112,33.940352888589,-118.154204126496,census
FA0280214,34.172215433737,-118.371014529846,census
FA0029518,34.146320571817,-118.255331648413,census
FA0039795,34.106803409862,-117.823981215722,census
FA0013173,34.10251942635,-118.106306081782,census
FA0013174,34.164204724736,-118.370166221515,census
FA0013175,34.124802054306,-117.872480492828,census
FA0062180,34.054495595088,-118.308991328954,census
FA0179866,33.992712092653,-118.42318314272,census
FA0178532,34.094165038752,-117.960419765964,census
FA0250414,34.065585094563,-118.268024430067,census
FA0049124,34.160791699338,-118.508913346694,census
FA0271338,34.048837123016,-118.357429861037,census
FA0251726,34.047872830404,-118.4912244234,census
FA0302102,34.098057846671,-118.304058884255,census
FA0304766,33.870219991833,-118.082316859666,census
FA0304765,33.896446453229,-118.17725413674,census
FA0245067,34.098082439088,-118.322058901608,census
FA0052766,34.201123435418,-118.455721845978,census
FA0352208,33.995988907668,-117.889818040384,census
FA0352203,34.009494024804,-118.105226098732,census
FA0178548,33.960022453638,-118.310199841953,census
FA0311052,33.831228666891,-118.345819023441,census
FA0065227,34.115679836377,-118.157044116623,census
FA0177216,34.185327333488,-118.605738123137,census
FA0025163,33.954943400187,-118.101417706794,census
FA0352210,34.010441282165,-117.962913490959,census
FA0165234,33.871716292675,-118.082186847214,census
FA0166565,34.201134842541,-118.429895046419,census
FA0009920,34.170793573118,-118.294807355343,census
FA0312357,34.090711041984,-118.311043953297,census
FA0312354,34.057070418835,-118.309136999941,census
FA0303409,34.080419047983,-118.08295906563,census
FA0059386,34.159252529808,-118.256240734951,census
FA0333299,34.052676583416,-118.301127862846,census
FA0013150,33.945622459144,-118.379893231787,census
FA0353543,34.077282478096,-118.144434189266,census
FA0333290,33.839507676575,-118.385446199717,census
FA0259684,34.103078439985,-118.152798718637,census
FA0333293,33.901821872881,-118.385296332761,census
FA0067899,34.113254585521,-117.828773674524,census
FA0013157,34.073812687111,-118.207555079789,census
FA0259686,34.034963818115,-118.215381509092,census
FA0333291,34.101801300674,-118.305511425311,census
FA0294878,34.235644161933,-118.258316312418,census
FA0046060,34.063597577011,-118.366450312509,census
FA0273975,34.121323948291,-118.205785153269,census
FA0225459,34.061679127236,-118.302063579355,census
FA0352220,34.075980853219,-118.376656461677,census
FA0271310,34.045149030361,-118.25696183576,census
FA0303414,34.083547931995,-118.346644495827,census
FA0333286,33.831266745342,-118.352359147543,census
FA0029505,34.106931824525,-117.931135586491,census
FA0333285,34.079717276813,-118.099138856328,census
FA0038454,34.073645067052,-118.211401430793,census
FA0352225,33.964492214105,-118.046391555662,census
FA0333289,34.062651836494,-118.055381625336,census
FA0312361,34.062067408248,-118.338979727331,census
FA0259678,33.904948475252,-118.082754007283,census
FA0040763,34.10680024527,-117.835071346399,census
FA0333281,34.052426340727,-118.28367522411,census
FA0051405,34.201598906115,-118.448827541796,census
FA0051406,34.403686835816,-118.552193064021,census
FA0271306,34.092637795374,-118.338538538045,census
FA0273968,34.044111467644,-118.252592741529,census
FA0326992,34.218940968956,-118.448839019033,census
FA0175493,34.173539677226,-118.316566503732,census
FA0180837,34.046615651836,-118.448150742031,census
FA0301683,33.895180309493,-118.34376278272,census
FA0033658,34.07141439097,-118.356473993071,census
FA0159411,33.911877282212,-118.343921276468,census
FA0300355,34.169977571489,-118.538825170734,census
FA0311003,33.949210195964,-118.166100219608,census
FA0313664,33.743606639082,-118.287808359473,census
FA0261103,34.045690179188,-118.465614050977,census
FA0352236,33.988449223999,-117.90509253713,census
FA0203211,34.098085301254,-118.353177553364,census
FA0352235,34.157547847717,-118.437094271788,census
FA0045647,33.94764841273,-118.087099854464,census
FA0287736,34.310088919908,-118.427409281199,census
FA0333272,33.854016637791,-118.082001461357,census
FA0287733,33.836201218484,-118.385316738687,census
FA0287731,33.894860212612,-118.275402686094,census
FA0325657,34.07960573493,-118.054373005621,census
FA0046971,34.008620240128,-118.271548035033,census
FA0179021,34.17243927833,-118.547628984608,census
FA0270048,34.076153224516,-118.323902119876,census
FA0353571,34.063567015665,-118.366180063043,census
FA0248135,34.103333321503,-118.328241620784,census
FA0159404,33.872778408641,-118.303461029829,census
FA0333265,34.084699203398,-118.384361776224,census
FA0257073,33.96149121595,-118.348396038547,census
FA0173723,34.092196419961,-117.973397918256,census
FA0262421,34.111816780813,-118.287485845244,census
FA0296694,33.895061879604,-118.343762782729,census
FA0352246,34.155488343713,-118.756495585008,census
FA0352245,34.056195919829,-118.291691961441,census
FA0018038,33.865722398575,-118.092921116768,census
FA0046967,34.052695442706,-118.297717017272,census
FA0249461,34.14897914972,-118.2551250354,census
FA0325643,34.179344224326,-118.430609159499,census
FA0054575,34.028907168251,-118.26030795472,census
FA0269047,34.052553851596,-118.302525189876,census
FA0299737,34.170583044382,-118.540331393669,census
FA0353585,34.043831989991,-117.762393345912,census
FA0352253,33.924619773342,-118.152948189961,census
FA0006056,34.185621941701,-118.150898329423,census
FA0352251,34.04725065779,-118.308403726278,census
FA0302994,34.065928317609,-118.215381585925,census
FA0257061,33.878422856843,-118.34386263824,census
FA0333254,34.058463935271,-118.306510689715,census
FA0071037,34.042978119274,-117.848242201118,census
FA0072367,33.872742872362,-118.318576809497,census
FA0333258,33.96075268788,-118.02942336098,census
FA0333256,34.097961297739,-118.364106637676,census
FA0018003,34.05224064084,-118.370771367213,census
FA0333250,33.917208740448,-118.030162432581,census
FA0257065,33.893593463338,-118.352285782435,census
FA0257067,34.139475720904,-117.982712726618,census
FA0287752,34.142828720604,-118.228262330616,census
FA0251762,34.128889408886,-117.850332514462,census
FA0324301,33.85379142222,-118.134879328186,census
FA0238787,34.062013804229,-117.767316128985,census
FA0179001,34.212006844101,-118.477855420424,census
FA0333248,33.926746605069,-118.011640325049,census
FA0352262,33.903737737728,-118.151204948586,census
FA0248114,33.723251274505,-118.299085821636,census
FA0312329,34.132571915622,-118.261900635189,census
FA0272685,34.062622431419,-118.117680740733,census
FA0245088,34.15137504202,-118.451798271095,census
FA0333243,34.142810701245,-118.391210653109,census
FA0301678,34.181870161525,-118.396641035993,census
FA0272681,33.98734062775,-118.291409709137,census
FA0018012,34.050092275657,-118.460169062933,census
FA0071041,34.106799129493,-117.834822531253,census
FA0352269,34.046241088242,-118.254847857759,census
FA0333244,33.988269965616,-117.90198121588,census
FA0258386,34.20835422165,-118.509196623489,census
FA0012712,34.377674561164,-118.52697178514,census
FA0269031,33.973752469521,-118.220277137966,census
FA0333239,34.092695423244,-118.344116979256,census
FA0034946,34.103167409342,-117.807617213961,census
FA0352273,34.151003169825,-118.449553319395,census
FA0010972,34.020420219599,-117.958907898732,census
FA0313626,34.040549773427,-118.253793410474,census
FA0274454,34.309303100826,-118.474027099977,census
FA0034941,34.227748960523,-118.450085230489,census
FA0248166,34.055199856405,-118.392598353026,census
FA0249497,34.172730221612,-118.558735791568,census
FA0333232,34.090691019945,-118.388719421121,census
FA0262474,34.097280777401,-118.122503054209,census
FA0270093,33.949091475879,-118.165073490318,census
FA0313621,33.883921774196,-118.396050145721,census
FA0333236,33.958283702227,-118.023985916272,census
FA0050199,33.887833898465,-118.066250530575,census
FA0333234,34.17200557385,-118.567647929211,census
FA0333233,34.084699203398,-118.384361776224,census
FA0016288,34.017855970324,-118.308828608165,census
FA0046931,34.073402380392,-118.376140101123,census
FA0064764,33.902485445792,-118.056321903128,census
FA0250497,34.073808550362,-117.829015007005,census
FA0275711,34.144303268128,-118.761482743991,census
FA0352288,34.164810845608,-118.414057593111,census
FA0050184,34.134805381421,-118.257762434479,census
FA0050182,34.152876840125,-118.757716974002,census
FA0072392,34.06875854404,-118.407124514592,census
FA0007310,34.258321388091,-118.502394779006,census
FA0158994,34.090217412137,-117.90791047616,census
FA0034953,34.105316921994,-118.318195505035,census
FA0034952,34.018954439946,-118.182890022789,census
FA0352281,33.824260058138,-118.275061243159,census
FA0245904,33.86453350318,-118.352390280243,census
FA0330194,34.218940968956,-118.448839019033,census
FA0261135,34.055190856484,-118.39396481476,census
FA0171989,34.023349541852,-118.170975514893,census
FA0333222,33.86729303565,-118.265920636967,census
FA0322579,34.22160084026,-118.429096542068,census
FA0321248,33.995097220911,-117.910945361804,census
FA0282013,33.946875862665,-118.291889881269,census
FA0321243,34.227407432012,-118.433726525864,census
FA0322577,34.017208035592,-118.282691598566,census
FA0063443,34.20449062094,-118.200411586228,census
FA0034922,34.117780068949,-118.150390256006,census
FA0010999,34.08605371445,-117.871161547292,census
FA0333216,33.914691236792,-118.151772204772,census
FA0274433,33.954041811476,-118.131095041536,census
FA0330184,34.083520441585,-118.337830182441,census
FA0270071,34.172422345954,-118.546895054414,census
FA0074103,34.193068436892,-118.466117495117,census
FA0041218,34.071398105835,-118.360111796352,census
FA0295330,33.802012783388,-118.328052929794,census
FA0333214,33.986129662898,-117.889143195456,census
FA0310571,34.06901450857,-118.401123231688,census
FA0037197,34.149055745587,-118.246142459056,census
FA0333211,33.986330707153,-117.870732824041,census
FA0241511,34.059338634469,-118.391185134454,census
FA0022945,34.107039337564,-118.287350602714,census
FA0037196,33.918612997448,-118.072731432402,census
FA0016264,34.065385441996,-118.309871052951,census
FA0017596,34.140749062259,-118.375716789326,census
FA0266806,33.96011082792,-118.255547078998,census
FA0321236,34.15625789341,-118.369324740007,census
FA0326922,34.444596774255,-118.473123096674,census
FA0034918,34.307474421623,-118.430419660407,census
FA0248140,34.183066108374,-118.311689233478,census
FA0249471,34.158024741888,-118.396414570799,census
FA0308251,34.26406596755,-118.437623003825,census
FA0329199,34.052585584108,-118.296291066969,census
FA0063453,33.750439479357,-118.309012600727,census
FA0010988,34.310632194356,-118.42811179701,census
FA0333206,34.234050168921,-118.536015948122,census
FA0295347,34.071398105835,-118.360111796352,census
FA0051495,34.185375653104,-118.592858762135,census
FA0302960,33.909608740228,-118.116575807855,census
FA0010985,34.424538199209,-118.422561070048,census
FA0248158,34.215472333774,-118.448616977917,census
FA0302962,33.713724157406,-118.304129081557,census
FA0270064,34.103715497699,-118.073686135119,census
FA0008665,33.898484949883,-118.416810967785,census
FA0010980,33.916756083013,-118.08164184956,census
FA0050168,34.088327509682,-118.309098290863,census
FA0295341,34.021337601169,-118.162046064669,census
FA0330172,34.166546411394,-118.351108627316,census
FA0262446,33.858463894646,-118.089081790718,census
FA0074113,33.887838033396,-118.06522712102,census
FA0330175,34.083223524658,-118.273536424167,census
FA0310580,33.831228666891,-118.345819023441,census
FA0326919,34.575137844714,-118.045088265166,census
FA0309591,34.057971088285,-118.064493157044,census
FA0251790,33.979039359384,-118.035981935104,census
FA0326910,34.157115246756,-118.639710199786,census
FA0308263,34.093776260614,-118.326706482831,census
FA0308262,34.689467703843,-118.097849671428,census
FA0323882,34.172188436708,-118.422996166823,census
FA0239207,34.020750973562,-118.159190271793,census
FA0241452,34.022947601038,-118.376877165015,census
FA0299678,33.887970853596,-118.01299715299,census
FA0138554,34.095065098179,-118.283194189826,census
FA0274376,34.310025041162,-118.433729493804,census
FA0274375,34.048913777954,-118.260378118383,census
FA0245813,34.033976052686,-118.215967693578,census
FA0036641,33.832675270073,-118.352595208388,census
FA0302934,34.660285369374,-118.180486586617,census
FA0331492,34.201069444072,-118.606725478364,census
FA0330167,34.074090530692,-118.309207883096,census
FA0301606,33.952070761539,-118.114923545471,census
FA0048639,34.385480476763,-118.571858014344,census
FA0326905,34.189746325007,-118.60574947523,census
FA0326903,34.140855803847,-118.371461957854,census
FA0068240,33.919593802271,-118.072740627368,census
FA0322542,34.062453840705,-118.129424767116,census
FA0068241,33.889271235084,-118.125323249954,census
FA0069574,34.254030193203,-118.579747432437,census
FA0287690,34.049284495323,-118.436309080515,census
FA0050948,34.016814633055,-118.41075505521,census
FA0330159,34.689630595584,-118.09876589255,census
FA0137234,33.849228696831,-118.14266439033,census
FA0158156,33.939739689934,-118.132553550715,census
FA0298357,34.040758152335,-118.251151451402,census
FA0036657,34.056200936093,-118.267401946678,census
